PMID	Title	Countries	Affiliation_Count
23165940	Core2 O-glycan-expressing prostate cancer cells are resistant to NK             cell immunity.	Japan	1
23165936	Roughness statistical influence on cell adhesion using profilometry and multiscale analysis.	France	1
23165942	Infrasound sensitizes human glioblastoma cells to cisplatin-induced apoptosis.	United States	1
23165941	Dysfunctional cortico-basal ganglia-thalamic circuit and altered hippocampal-amygdala activity on co...	Singapore	1
23165944	Morphogenesis of the manubrium of sternum in human embryos: a new concept.	Spain	1
23165943	Evolution of research on the effect of unemployment on acute myocardial infarction risk.	United States	1
23165945	Unsymmetrical octanuclear Schiff base clusters: synthesis, characterization and catalysis.	Spain	1
23165947	So long, and thanks for all the papers.	No Affiliation Info	0
23165946	Congenital diaphragmatic hernia interval on chromosome 8p23.1 characterized by genetics and protein ...	United States	1
23165948	Bragg extraction of light in 2D photonic Thue-Morse quasicrystals patterned in active CdSe/CdS nanor...	Italy	1
23165951	A stress MRI of the shoulder for evaluation of ligamentous stabilizers in acute and chronic acromioc...	Germany	1
23165950	Recurrence of hepatitis C virus infection during pityriasis rosea.	No Affiliation Info	0
23165954	Structure of the high-pressure phase IV of KH2PO4 (KDP).	Poland	1
23165953	Increased risk of breast cancer in women with NF1.	United States	1
23165952	Lower fracture risk in older men with higher sclerostin concentration: a prospective analysis from t...	France	1
23165949	Proteomics analysis of tumor microenvironment: Implications of metabolic and oxidative stresses in t...	China	1
23165955	Differential gene expression profiles in spontaneously hypertensive             rats induced by admi...	South Korea	1
23165956	Zolpidem is independently associated with increased risk of inpatient falls.	United States	1
23165958	WONCA Europe in Vienna 2012--what have we learned?	No Affiliation Info	0
23165957	Parkinson's disease duration determines effect of dopaminergic therapy on ventral striatum function.	Canada	1
23165961	Effects of Acer okamotoanum sap on the function of polymorphonuclear             neutrophilic leukoc...	South Korea	1
23165960	Electroacupuncture exerts anti-inflammatory effects in cerebral ischemia-reperfusion             inj...	China	1
23165963	Scores of scores.	United States	1
23165965	Sex-specific consequences of experimental cortisol elevation in pre-reproductive wild largemouth bas...	Canada	1
23165964	Effect of formalin fixation on biexponential modeling of diffusion decay in prostate tissue.	United Kingdom	1
23165962	Application of mass spectrometry to hair analysis for forensic toxicological investigations.	Italy	1
23165967	Cool, or simple and cheap? Why not both?	No Affiliation Info	0
23165969	Gate-induced modification of water adsorption on dielectrics probed by EFM and carbon nanotube FETs.	Israel	1
23165966	Mosaic 18q21.2 deletions including the TCF4 gene: a clinical report.	France	1
23165968	MRI tracking of transplanted iron-labeled mesenchymal stromal cells in an immune-compromised mouse m...	Canada	1
23165970	Direct tri-constituent co-assembly of highly ordered mesoporous carbon counter electrode for dye-sen...	China	1
23165971	Stalking of psychiatrists: psychopathological characteristics and gender differences in an Italian s...	Italy	1
23165973	Fast direct fourier reconstruction of radial and PROPELLER MRI data using the chirp transform algori...	China	1
23165975	Further evidence of auditory extinction in aphasia.	United States	1
23165974	Pitch variability in patients with Parkinson's disease: effects of deep brain stimulation of caudal ...	Sweden	1
23165972	(1) H magnetic resonance spectroscopy of neurodegeneration in a mouse model of niemann-pick type C1 ...	United States	1
23165976	Real-time cell viability assays using a new anthracycline derivative DRAQ7®.	Other	1
23165977	Management of the axilla in early breast cancer patients in the genomic era.	Spain	1
23165979	Construction of a novel oncolytic adenoviral vector and its biological             characteristics.	China	1
23165981	Effectiveness of multidisciplinary care for Parkinson's disease: a randomized, controlled trial.	Netherlands	1
23165978	Coagulase-negative staphylococci as reservoirs of genes facilitating MRSA infection: Staphylococcal ...	United States	1
23165983	Energy/hole transfer phenomena in hybrid α-sexithiophene (α-STH) nanoparticle-CdTe quantum-dot nanoc...	India	1
23165982	Involvement of Nrf2 activation in the upregulation of S100A9 by exposure             to inorganic ar...	Japan	1
23165980	Patterns of survival in lymphoplasmacytic lymphoma/Waldenström macroglobulinemia: a population-based...	Sweden	1
23165984	Enzymatic amine acyl exchange in peptides on gold surfaces.	United Kingdom	1
23165985	Studies of the humoral factors produced by layered chondrocyte sheets.	Japan	1
23165987	Speech and hearing in adults with 22q11.2 deletion syndrome.	Sweden	1
23165986	The Human Microbiome Project strategy for comprehensive sampling of the human microbiome and why it ...	United States	1
23165988	Classification of breast lesions pre-contrast injection using water resonance lineshape analysis.	United States	1
23165989	Neonatal brainstem function and 4-month arousal-modulated attention are jointly associated with auti...	United States	1
23165991	Bio-inspired magnetic swimming microrobots for biomedical applications.	Switzerland	1
23165990	Murine and human very small embryonic-like cells: a perspective.	Germany	1
23165992	Selective detection of endotoxin using an impedance aptasensor with electrochemically deposited gold...	South Korea	1
23165993	Targeted biopsy based on ADC map in the detection and localization of prostate cancer: a feasibility...	Japan	1
23165995	miRNAs, polyphenols, and chronic disease.	Spain	1
23165994	A new in vivo model to analyze hepatic metastasis of the human colon cancer cell line HCT116 in NOD/...	Japan	1
23165996	A circuit-based gatekeeper for adult neural stem cell proliferation: Parvalbumin-expressing interneu...	Switzerland	1
23165997	Promises and problems for the new paradigm for risk assessment and an alternative approach involving...	United States	1
23165998	Determining the impacts of contaminants of emerging concern in marine ecosystems.	No Affiliation Info	0
23165999	Linear no threshold (LNT)--the new homeopathy.	No Affiliation Info	0
23166000	Review of vascularised bone tissue-engineering strategies with a focus on co-culture systems.	Singapore	1
23166001	PANK2 and C19orf12 mutations are common causes of neurodegeneration with brain iron accumulation.	Iran	1
23166002	Impact of targeted neoadjuvant therapies in the treatment of solid organ tumours.	United Kingdom	1
23166005	Discrimination of pseudo-meta and pseudo-para diamino-octafluoro[2.2]paracyclophanes by (1)H, (19)F,...	United States	1
23166006	Bright and stable alloy core/multishell quantum dots.	South Korea	1
23166003	Increased glutamate concentration in the auditory cortex of persons with autism and first-degree rel...	United States	1
23166008	New routes to Cu(I)/Cu nanocatalysts for the multicomponent click synthesis of 1,2,3-triazoles.	United Kingdom	1
23166007	OMIP-015: human regulatory and activated T-cells without intracellular staining.	United States	1
23166009	Role of intestinal microflora in xenobiotic-induced toxicity.	South Korea	1
23166011	Neurosyphilis orofacial dyskinesia: the candy sign.	No Affiliation Info	0
23166012	Toxicity evaluation of two typical surfactants to Dunaliella bardawil, an environmentally tolerant a...	China	1
23166010	Phelan-McDermid syndrome: clinical report of a 70-year-old woman.	Netherlands	1
23166014	Whole-cell vaccine coated with recombinant calreticulin enhances activation             of dendritic...	China	1
23166013	Association between iron content and gray matter missegmentation with voxel-based morphometry in bas...	Japan	1
23166016	2-(trimethylammonium)ethyl (R)-3-methoxy-3-oxo-2-stearamidopropyl phosphate promotes megakaryocytic ...	South Korea	1
23166015	Liquid chromatography tandem mass spectrometry method for the simultaneous stereoselective determina...	India	1
23166017	Object-directed imitation in children with high-functioning autism: testing the social motivation hy...	Australia	1
23166018	Generating extracellular amyloid aggregates using E. coli cells.	United States	1
23166019	Enhancer-associated H3K4 monomethylation by Trithorax-related, the Drosophila homolog of mammalian M...	United States	1
23166020	Decrease in RNA folding cooperativity by deliberate population of intermediates in RNA G-quadruplexe...	United States	1
23166021	Soliton-like thermophoresis of graphene wrinkles.	China	1
23166022	Students' understanding of external representations of the potassium ion channel protein, part I: af...	United States	1
23166024	A laboratory course for teaching laboratory techniques, experimental design, statistical analysis, a...	Other	1
23166023	Students' understanding of external representations of the potassium ion channel protein part II: st...	United States	1
23166034	DNA microarray analysis identified molecular pathways mediating the effects of supplementation of br...	Japan	1
23166025	Protein analysis by dynamic light scattering: methods and techniques for students.	France	1
23166026	Using electrophoretic mobility shift assays to measure equilibrium dissociation constants: GAL4-p53 ...	United States	1
23166036	Brothers with hypospadias, vertebral segmentation defects, and intellectual disability: new syndrome...	India	1
23166035	Improving alginate-poly-L-ornithine-alginate capsule biocompatibility through genipin crosslinking.	Other	1
23166037	Safety of SSRIs during pregnancy: a controlled study.	Italy	1
23166038	Observation of two N2-isobutyrylguanine tautomers by NMR spectroscopy.	No Affiliation Info	0
